_id,geometry,locality,placeName,placeNameId
5b418df63d88413b6ca9d940,"{""type"": ""MultiPoint"", ""coordinates"": [[172.63192630717296, -43.4466431026937]]}",Belfast,Salvation Army Pensioner Flats,1081
5b418df63d88413b6ca9d928,"{""type"": ""MultiPoint"", ""coordinates"": [[172.573682492233, -43.583880319483]]}",Halswell,Sparks Walkway,1028
5b418df63d88413b6ca9d949,"{""type"": ""MultiPoint"", ""coordinates"": [[172.613353579836, -43.4764719272547]]}",Redwood,Redwood Park,1094
5b418df63d88413b6ca9d957,"{""type"": ""MultiPoint"", ""coordinates"": [[172.660475827467, -43.5122672131247]]}",Richmond,Shirley Boys High School,1126
5b418df63d88413b6ca9d91f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.522592364077, -43.53857924075919]]}",Hei Hei,Hornby Primary School,1015
5b418df63d88413b6ca9d92d,"{""type"": ""MultiPoint"", ""coordinates"": [[172.54382083166698, -43.5103084637909]]}",Avonhead,Avonhead Park,1036
5b418df63d88413b6ca9d934,"{""type"": ""MultiPoint"", ""coordinates"": [[172.65728542151697, -43.53830446238949]]}",Phillipstown,Cross Reserve,105
5b418df63d88413b6ca9d953,"{""type"": ""MultiPoint"", ""coordinates"": [[172.569186496215, -43.5617896281715]]}",Oaklands,Hogben School,1119
5b418df63d88413b6ca9d93e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.685498484954, -43.4998631945248]]}",Burwood,Burwood School,1079
5b418df63d88413b6ca9d956,"{""type"": ""MultiPoint"", ""coordinates"": [[172.709476086595, -43.5812573766634]]}",Heathcote,Birdsey Reserve,1125
5b418df63d88413b6ca9d923,"{""type"": ""MultiPoint"", ""coordinates"": [[172.703968158556, -43.4770838795263]]}",Queenspark,Evergreen Reserve,1019
5b418df63d88413b6ca9d92c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.62113754413997, -43.5298567593044]]}",Central City,Botanic Gardens,1033
5b418df63d88413b6ca9d92f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.710097949951, -43.4795487769302]]}",Queenspark,Crofts Reserve,104
5b418df63d88413b6ca9d933,"{""type"": ""MultiPoint"", ""coordinates"": [[172.57826737615096, -43.5136180059947]]}",Ilam,Ryeland Reserve,1049
5b418df63d88413b6ca9d930,"{""type"": ""MultiPoint"", ""coordinates"": [[172.638344267676, -43.5234994908413]]}",Central City,Maryville Courts,1040
5b418df63d88413b6ca9d94e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.554671059523, -43.530286294307]]}",Upper Riccarton,Doncaster Reserve,111
5b418df63d88413b6ca9d925,"{""type"": ""MultiPoint"", ""coordinates"": [[172.702347247948, -43.53378813056]]}",Bromley,Francella Reserve,1021
5b418df63d88413b6ca9d922,"{""type"": ""MultiPoint"", ""coordinates"": [[172.625485198349, -43.46700906993419]]}",Redwood,Vaughan Reserve,1018
5b418df63d88413b6ca9d927,"{""type"": ""MultiPoint"", ""coordinates"": [[172.708083423134, -43.57434519254329]]}",Heathcote,Cooks Reserve,1027
5b418df63d88413b6ca9d93b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.63742770997797, -43.5350701201216]]}",Central City,Civic Creche,1071
5b418df63d88413b6ca9d94b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.582327845073, -43.501144483857]]}",Bryndwr,Derwent Reserve,110
5b418df63d88413b6ca9d932,"{""type"": ""MultiPoint"", ""coordinates"": [[172.640208703414, -43.5295179736779]]}",Central City,Manchester Street Carpark,1046
5b418df63d88413b6ca9d94d,"{""type"": ""MultiPoint"", ""coordinates"": [[172.769737806794, -43.573410935514]]}",Sumner,Scarborough Park,1104
5b418df63d88413b6ca9d950,"{""type"": ""MultiPoint"", ""coordinates"": [[172.582739930722, -43.551464927270196]]}",Sockburn,formerly Canterbury Park,1111
5b418df63d88413b6ca9d951,"{""type"": ""MultiPoint"", ""coordinates"": [[172.564655224505, -43.5361233165732]]}",Upper Riccarton,Riccarton High School,1114
5b418df63d88413b6ca9d91c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.702130994158, -43.4284702133177]]}",Spencerville,Seafield Park,1010
5b418df63d88413b6ca9d938,"{""type"": ""MultiPoint"", ""coordinates"": [[172.575198256251, -43.50749828647869]]}",Burnside,Burnside High School,1061
5b418df63d88413b6ca9d944,"{""type"": ""MultiPoint"", ""coordinates"": [[172.510783806027, -43.5461561159854]]}",Hornby,Hornby Domain,109
5b418df63d88413b6ca9d929,"{""type"": ""MultiPoint"", ""coordinates"": [[172.680780145452, -43.4835355759001]]}",Burwood,Villa Maria Complex,1029
5b418df63d88413b6ca9d946,"{""type"": ""MultiPoint"", ""coordinates"": [[172.716833415479, -43.556228399029]]}",St Andrews Hill,King Park,1091
5b418df63d88413b6ca9d93d,"{""type"": ""MultiPoint"", ""coordinates"": [[172.705276224884, -43.5120384411221]]}",Aranui,St James Primary School,1076
5b418df63d88413b6ca9d94c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.758372953094, -43.5663323475452]]}",Sumner,Sumner Beach,1102
5b418df63d88413b6ca9d92b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.705955731619, -43.4804036038485]]}",Parklands,Parkview School,1031
5b418df63d88413b6ca9d91b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.70422682667296, -43.5001528742923]]}",New Brighton,Kate Sheppard Community Centre,1009
5b418df63d88413b6ca9d947,"{""type"": ""MultiPoint"", ""coordinates"": [[172.616173444995, -43.4782129163373]]}",Northcote,Redwood Community Centre,1092
5b418df63d88413b6ca9d94f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.600831361229, -43.5189096353523]]}",Fendalton,Idris Reserve,1110
5b418df63d88413b6ca9d921,"{""type"": ""MultiPoint"", ""coordinates"": [[172.651648618125, -43.4379541603738]]}",Chaneys,Ouruhia Cemetery,1017
5b418df63d88413b6ca9d937,"{""type"": ""MultiPoint"", ""coordinates"": [[172.568245589069, -43.5725772559898]]}",Oaklands,Cunningham Reserve,106
5b418df63d88413b6ca9d948,"{""type"": ""MultiPoint"", ""coordinates"": [[172.616461189639, -43.4774398599737]]}",Redwood,Redwood Library,1093
5b418df63d88413b6ca9d94a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.6762566251, -43.5422577412306]]}",Linwood,Arran Playground,11
5b418df63d88413b6ca9d952,"{""type"": ""MultiPoint"", ""coordinates"": [[172.544794991344, -43.5470602174637]]}",Hornby,Wigram Village Green,1118
5b418df63d88413b6ca9d91d,"{""type"": ""MultiPoint"", ""coordinates"": [[172.63210978526897, -43.5289113855098]]}",Central City,West Fitzroy Apartments,1012
5b418df63d88413b6ca9d92e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.638372619367, -43.5234998085562]]}",Central City,Maryville Service Centre,1039
5b418df63d88413b6ca9d918,"{""type"": ""MultiPoint"", ""coordinates"": [[172.707937845909, -43.4835217731717]]}",Queenspark,Aberfoyle Courts,1
5b418df63d88413b6ca9d935,"{""type"": ""MultiPoint"", ""coordinates"": [[172.563506386639, -43.5119779271611]]}",Avonhead,St Christophers School,1052
5b418df63d88413b6ca9d93a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.696266785178, -43.4820062531929]]}",Parklands,Curzon Reserve,107
5b418df63d88413b6ca9d93c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.69608135755797, -43.5159385336907]]}",Wainoni,Aranui High School,1073
5b418df63d88413b6ca9d955,"{""type"": ""MultiPoint"", ""coordinates"": [[172.644180285484, -43.509739114687]]}",St Albans,St Albans Park,1123
5b418df63d88413b6ca9d91e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.70045967066397, -43.3970901354668]]}",Brooklands,Styx River Mouth Conservation Reserve,1013
5b418df63d88413b6ca9d920,"{""type"": ""MultiPoint"", ""coordinates"": [[172.650943626703, -43.4397795530653]]}",Ouruhia,Ouruhia Reserve,1016
5b418df63d88413b6ca9d926,"{""type"": ""MultiPoint"", ""coordinates"": [[172.67583959928297, -43.4753851403499]]}",Burwood,Limes Reserve,1022
5b418df63d88413b6ca9d93f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.544292697127, -43.517554284673]]}",Russley,Russley School,108
5b418df63d88413b6ca9d943,"{""type"": ""MultiPoint"", ""coordinates"": [[172.731375406907, -43.5070924947694]]}",New Brighton,New Brighton Library,1085
5b418df63d88413b6ca9d945,"{""type"": ""MultiPoint"", ""coordinates"": [[172.739806802407, -43.5631067330516]]}",Moncks Spur,Moncks Cave Reserve,1090
5b418df63d88413b6ca9d91a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.612842642306, -43.4545747898693]]}",Belfast,Kaputone Springs Reserve,1008
5b418df63d88413b6ca9d924,"{""type"": ""MultiPoint"", ""coordinates"": [[172.701292808219, -43.4731133703002]]}",Parklands,Copperfield Reserve,102
5b418df63d88413b6ca9d931,"{""type"": ""MultiPoint"", ""coordinates"": [[172.638749204202, -43.52786299732449]]}",Central City,Edmonds Band Rotunda,1043
5b418df63d88413b6ca9d936,"{""type"": ""MultiPoint"", ""coordinates"": [[172.580660546124, -43.523233765019]]}",Ilam,University Of Canterbury,1056
5b418df63d88413b6ca9d942,"{""type"": ""MultiPoint"", ""coordinates"": [[172.723265037173, -43.5058394794574]]}",New Brighton,New Brighton Catholic School,1083
5b418df63d88413b6ca9d919,"{""type"": ""MultiPoint"", ""coordinates"": [[172.67845986268, -43.5395324494071]]}",Linwood,Arran Courts,10
5b418df63d88413b6ca9d92a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.57840942451097, -43.4795098609538]]}",Bishopdale,Crofton Reserve,103
5b418df63d88413b6ca9d939,"{""type"": ""MultiPoint"", ""coordinates"": [[172.574404790075, -43.4987869788794]]}",Burnside,Kendal Primary School,1063
5b418df63d88413b6ca9d941,"{""type"": ""MultiPoint"", ""coordinates"": [[172.521728069044, -43.5183644673575]]}",Yaldhurst,McKenzie Residential School,1082
5b418df63d88413b6ca9d954,"{""type"": ""MultiPoint"", ""coordinates"": [[172.704187248677, -43.4818836329263]]}",Queenspark,Parklands Reserve,112
5b418df63d88413b6ca9d966,"{""type"": ""MultiPoint"", ""coordinates"": [[172.617547143278, -43.5198488400585]]}",Merivale,Rangi Ruru Girls School,1153
5b418df63d88413b6ca9d95a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.656187175563, -43.5377975958086]]}",Phillipstown,Phillipstown School,1134
5b418df63d88413b6ca9d96b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.628829905057, -43.5026603626876]]}",St Albans,Knowles Plantation Reserve,1161
5b418df63d88413b6ca9d98a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.52554932815198, -43.5343452705545]]}",Hei Hei,St Bernadettes School,1210
5b418df63d88413b6ca9d9b7,"{""type"": ""MultiPoint"", ""coordinates"": [[172.801734604529, -43.5868766731036]]}",Scarborough,Awaroa,1298
5b418df63d88413b6ca9d9bd,"{""type"": ""MultiPoint"", ""coordinates"": [[172.874591923116, -43.7597566920684]]}",Wainui,Bayview,1303
5b418df63d88413b6ca9d9c5,"{""type"": ""MultiPoint"", ""coordinates"": [[172.754631587334, -43.6436020775582]]}",Diamond Harbour,Bluegums,1310
5b418df63d88413b6ca9d9cb,"{""type"": ""MultiPoint"", ""coordinates"": [[172.613304846816, -43.6026201406954]]}",Hoon Hay Valley,Bushbury,1316
5b418df63d88413b6ca9d9ce,"{""type"": ""MultiPoint"", ""coordinates"": [[172.867308223026, -43.8442785138981]]}",Wainui,Carews Peak Reserve,1319
5b418df63d88413b6ca9d9eb,"{""type"": ""MultiPoint"", ""coordinates"": [[172.672417328481, -43.5448882166728]]}",Linwood,Mary Dixon Park,135
5b418df73d88413b6ca9da02,"{""type"": ""MultiPoint"", ""coordinates"": [[172.558915419717, -43.7253941498192]]}",Ahuriri,Hauroko,1372
5b418df63d88413b6ca9d96e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.601646947315, -43.5309591147512]]}",Riccarton,Riccarton Community Centre,1165
5b418df63d88413b6ca9d974,"{""type"": ""MultiPoint"", ""coordinates"": [[172.618779883378, -43.4629619557262]]}",Belfast,Lassiter Reserve,1180
5b418df63d88413b6ca9d982,"{""type"": ""MultiPoint"", ""coordinates"": [[172.54024929283898, -43.55526684346209]]}",Hornby,Awatea Basin,1200
5b418df63d88413b6ca9d99a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.517964685802, -43.5299359935112]]}",Hei Hei,Kaniere Reserve,1230
5b418df63d88413b6ca9d9a1,"{""type"": ""MultiPoint"", ""coordinates"": [[172.665954661831, -43.5661239580729]]}",St Martins,Erewhon Reserve,127
5b418df63d88413b6ca9d9a8,"{""type"": ""MultiPoint"", ""coordinates"": [[172.634237206943, -43.5634991661564]]}",Beckenham,Ernlea Reserve,128
5b418df63d88413b6ca9d9b1,"{""type"": ""MultiPoint"", ""coordinates"": [[172.275020980599, -43.8453678645146]]}",,Altonbrook,1291
5b418df63d88413b6ca9d9b4,"{""type"": ""MultiPoint"", ""coordinates"": [[172.571631964833, -43.7180713372419]]}",Ahuriri,Aran Lodge,1295
5b418df63d88413b6ca9d9d6,"{""type"": ""MultiPoint"", ""coordinates"": [[172.700175814728, -43.5530176223033]]}",Woolston,Charlesworth Reserve,133
5b418df63d88413b6ca9d9e1,"{""type"": ""MultiPoint"", ""coordinates"": [[172.70467318639396, -43.5609641606047]]}",Ferrymead,Settlers Reserve,134
5b418df63d88413b6ca9d9e8,"{""type"": ""MultiPoint"", ""coordinates"": [[173.093404201663, -43.83354648440089]]}",Akaroa,Fishermans Bay,1346
5b418df63d88413b6ca9d9ec,"{""type"": ""MultiPoint"", ""coordinates"": [[172.821737441544, -43.7389417276436]]}",Little River,Forest Hills,1350
5b418df63d88413b6ca9d9f4,"{""type"": ""MultiPoint"", ""coordinates"": [[172.888071003423, -43.6999591904248]]}",Pigeon Bay,Glenrallock,1358
5b418df63d88413b6ca9d9f8,"{""type"": ""MultiPoint"", ""coordinates"": [[172.949127712215, -43.7515186953786]]}",Duvauchelle,Glentui,1361
5b418df63d88413b6ca9d9fb,"{""type"": ""MultiPoint"", ""coordinates"": [[172.744659034929, -43.6024589116223]]}",Lyttelton,Gollans Bay,1365
5b418df73d88413b6ca9da01,"{""type"": ""MultiPoint"", ""coordinates"": [[172.786190424672, -43.5843541176059]]}",Scarborough,Harris Bay,1371
5b418df73d88413b6ca9da0c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.83213666382696, -43.8797509360605]]}",Little River,Horseshoe Bay,1383
5b418df63d88413b6ca9d964,"{""type"": ""MultiPoint"", ""coordinates"": [[172.576827195272, -43.5372848986666]]}",Upper Riccarton,Middleton Grange School,1150
5b418df63d88413b6ca9d96a,"{""type"": ""MultiPoint"", ""coordinates"": [[172.631450441342, -43.5733634827577]]}",Cashmere,Cashmere Village Green,116
5b418df63d88413b6ca9d972,"{""type"": ""MultiPoint"", ""coordinates"": [[172.62623527363797, -43.5341320735551]]}",Central City,Christchurch Hospital,1178
5b418df63d88413b6ca9d987,"{""type"": ""MultiPoint"", ""coordinates"": [[172.731645954627, -43.5650867323033]]}",Balmoral Hill,Challenger Lane Walkway,1207
5b418df63d88413b6ca9d9b5,"{""type"": ""MultiPoint"", ""coordinates"": [[172.99331602304, -43.8352595815295]]}",Akaroa,Armstrong Reserve,1296
5b418df63d88413b6ca9d9cc,"{""type"": ""MultiPoint"", ""coordinates"": [[172.783055551795, -43.6178754906328]]}",Diamond Harbour,Camp Bay,1317
5b418df63d88413b6ca9d9d7,"{""type"": ""MultiPoint"", ""coordinates"": [[172.884517948289, -43.6747289345217]]}",Pigeon Bay,Craigforth,1330
5b418df63d88413b6ca9d9d8,"{""type"": ""MultiPoint"", ""coordinates"": [[172.266680158281, -43.8506177493201]]}",,Dalkeith,1331
5b418df63d88413b6ca9d9de,"{""type"": ""MultiPoint"", ""coordinates"": [[172.93442231668, -43.759570064998]]}",Duvauchelle,Duvauchelle Bay,1337
5b418df63d88413b6ca9d9f3,"{""type"": ""MultiPoint"", ""coordinates"": [[172.891707408147, -43.7225152960016]]}",Pigeon Bay,Glenlea,1357
5b418df63d88413b6ca9d967,"{""type"": ""MultiPoint"", ""coordinates"": [[172.613667140365, -43.4884896943641]]}",Papanui,St Josephs School,1155
5b418df63d88413b6ca9d97c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.638693850444, -43.5312600276577]]}",Central City,Heritage Hotel Carpark,1193
5b418df63d88413b6ca9d97f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.577322484096, -43.5000053556412]]}",Burnside,Waimairi Cemetery,1197
5b418df63d88413b6ca9d98c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.718343121584, -43.4787936075997]]}",North Shore,Eastwood Reserve,1212
5b418df63d88413b6ca9d9b9,"{""type"": ""MultiPoint"", ""coordinates"": [[172.617089693642, -43.5719901240273]]}",Spreydon,Ashgrove Reserve,13
5b418df63d88413b6ca9d9be,"{""type"": ""MultiPoint"", ""coordinates"": [[172.25751708651399, -43.8641107594687]]}",,Beachcroft,1304
5b418df63d88413b6ca9d9c8,"{""type"": ""MultiPoint"", ""coordinates"": [[172.98673076699498, -43.6650054121475]]}",Okains Bay,Brockworth,1313
5b418df63d88413b6ca9d9d9,"{""type"": ""MultiPoint"", ""coordinates"": [[172.993488713479, -43.881034488471194]]}",Akaroa,Damons Bay,1332
5b418df63d88413b6ca9d9dc,"{""type"": ""MultiPoint"", ""coordinates"": [[172.830908711263, -43.8282153783751]]}",Little River,Devils Gap Reserve,1335
5b418df63d88413b6ca9d9e3,"{""type"": ""MultiPoint"", ""coordinates"": [[173.030466499547, -43.79663108716599]]}",Le Bons Bay,Ellangowan Reserve,1341
5b418df73d88413b6ca9da04,"{""type"": ""MultiPoint"", ""coordinates"": [[172.982306903558, -43.8898153114411]]}",Akaroa,Haylocks Bay,1374
5b418df63d88413b6ca9d962,"{""type"": ""MultiPoint"", ""coordinates"": [[172.61181437618697, -43.4986421149273]]}",Papanui,Christchurch Adventist School,1149
5b418df63d88413b6ca9d96c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.63532777631, -43.5126978014685]]}",St Albans,Edgeware Swimming Pool,1162
5b418df63d88413b6ca9d98e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.57537346396896, -43.5832907384974]]}",Halswell,Sparks Walkway,1214
5b418df63d88413b6ca9d993,"{""type"": ""MultiPoint"", ""coordinates"": [[172.57839936496896, -43.5789635097761]]}",Halswell,Milns Reserve,1221
5b418df63d88413b6ca9d9a4,"{""type"": ""MultiPoint"", ""coordinates"": [[172.741589964832, -43.5840089350281]]}",Clifton,Greenwood Park,1273
5b418df63d88413b6ca9d9aa,"{""type"": ""MultiPoint"", ""coordinates"": [[172.72944045487696, -43.760046639788094]]}",Motukarara,Acland Downs,1283
5b418df63d88413b6ca9d9ad,"{""type"": ""MultiPoint"", ""coordinates"": [[172.607239776506, -43.6646583865017]]}",Tai Tapu,Ahuriri Reserve,1286
5b418df63d88413b6ca9d9bf,"{""type"": ""MultiPoint"", ""coordinates"": [[172.895236218166, -43.8071451449686]]}",Wainui,Beacon Hill,1305
5b418df63d88413b6ca9d9c3,"{""type"": ""MultiPoint"", ""coordinates"": [[172.87536111816698, -43.6180010835059]]}",Port Levy,Blind Bay,1309
5b418df63d88413b6ca9d9da,"{""type"": ""MultiPoint"", ""coordinates"": [[172.999208597926, -43.6534519002337]]}",Okains Bay,Decanter Bay,1333
5b418df63d88413b6ca9d9e7,"{""type"": ""MultiPoint"", ""coordinates"": [[172.82067150536298, -43.6658223735624]]}",Port Levy,Fernlea,1345
5b418df63d88413b6ca9d9e9,"{""type"": ""MultiPoint"", ""coordinates"": [[172.37681354515, -43.8495353432777]]}",Birdlings Flat,Fishermans Point,1347
5b418df63d88413b6ca9d994,"{""type"": ""MultiPoint"", ""coordinates"": [[172.602994952543, -43.4941081540474]]}",Papanui,Camellia Court Rest Home,1222
5b418df63d88413b6ca9d963,"{""type"": ""MultiPoint"", ""coordinates"": [[172.622130189361, -43.4771965490235]]}",Redwood,Dunedin Reserve,115
5b418df63d88413b6ca9d997,"{""type"": ""MultiPoint"", ""coordinates"": [[172.561261354028, -43.56752210493809]]}",Oaklands,Dunbars Reserve,1227
5b418df63d88413b6ca9d980,"{""type"": ""MultiPoint"", ""coordinates"": [[172.63327507784, -43.534790298205]]}",Central City,St Michaels School,1198
5b418df63d88413b6ca9d99c,"{""type"": ""MultiPoint"", ""coordinates"": [[172.663564794768, -43.5448681908042]]}",Woolston,Mackenzie Courts,125
5b418df63d88413b6ca9d9ba,"{""type"": ""MultiPoint"", ""coordinates"": [[172.586602233537, -43.49078186395539]]}",Bishopdale,Farrington Reserve,130
5b418df63d88413b6ca9d9a2,"{""type"": ""MultiPoint"", ""coordinates"": [[172.675413330784, -43.5358597479321]]}",Linwood,Linwood Park,1270
5b418df63d88413b6ca9d9cd,"{""type"": ""MultiPoint"", ""coordinates"": [[172.909726802813, -43.8302314333545]]}",Wainui,Cape Three Points,1318
5b418df63d88413b6ca9d9a5,"{""type"": ""MultiPoint"", ""coordinates"": [[172.68454962325, -43.474255477002]]}",Burwood,Rothesay Reserve,1274
5b418df63d88413b6ca9d9d4,"{""type"": ""MultiPoint"", ""coordinates"": [[173.090610699017, -43.83584722428]]}",Akaroa,Clay Point,1327
5b418df63d88413b6ca9d9a6,"{""type"": ""MultiPoint"", ""coordinates"": [[172.689157505229, -43.5098706877352]]}",Wainoni,Chisnallwood Intermediate School,1276
5b418df73d88413b6ca9da10,"{""type"": ""MultiPoint"", ""coordinates"": [[172.60170624999697, -43.5632738923276]]}",Hoon Hay,Gainsborough Reserve,139
5b418df63d88413b6ca9d9b8,"{""type"": ""MultiPoint"", ""coordinates"": [[172.85307733783, -43.604503609267]]}",Port Levy,Baleine Point,1299
5b418df63d88413b6ca9d958,"{""type"": ""MultiPoint"", ""coordinates"": [[172.635295792217, -43.5120626970575]]}",St Albans,Dover Courts,113
5b418df63d88413b6ca9d95f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.613627572695, -43.5639409324787]]}",Spreydon,Spreydon Community Centre,1145
5b418df63d88413b6ca9d969,"{""type"": ""MultiPoint"", ""coordinates"": [[172.596848296362, -43.5365167052762]]}",Riccarton,Wharenui School,1159
5b418df63d88413b6ca9d971,"{""type"": ""MultiPoint"", ""coordinates"": [[172.629214912086, -43.53156198597729]]}",Central City,Arts Centre,1174
5b418df63d88413b6ca9d986,"{""type"": ""MultiPoint"", ""coordinates"": [[172.706592311331, -43.4786046365375]]}",Parklands,Arthur Adcock Memorial Reserve,1206
5b418df63d88413b6ca9d98b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.720280864967, -43.4793650777232]]}",North Shore,Eastwood Reserve,1211
5b418df63d88413b6ca9d9b2,"{""type"": ""MultiPoint"", ""coordinates"": [[172.906391223195, -43.826128781021495]]}",Wainui,Anchorage Bay,1292
5b418df63d88413b6ca9d9c6,"{""type"": ""MultiPoint"", ""coordinates"": [[172.796814543701, -43.5814976249459]]}",Scarborough,Boulder Bay,1311
5b418df63d88413b6ca9d9ca,"{""type"": ""MultiPoint"", ""coordinates"": [[172.66276556266698, -43.6766990657685]]}",Governors Bay,Burnt Hollow,1315
5b418df63d88413b6ca9d9d3,"{""type"": ""MultiPoint"", ""coordinates"": [[172.60659296312397, -43.7029537811277]]}",Motukarara,Church Farm,1326
5b418df63d88413b6ca9d9f2,"{""type"": ""MultiPoint"", ""coordinates"": [[172.65524630248, -43.707448990309]]}",Motukarara,Glencoe,1356
5b418df63d88413b6ca9d9f5,"{""type"": ""MultiPoint"", ""coordinates"": [[172.865188306075, -43.7111267103478]]}",Pigeon Bay,Glenrallock Reserve,1359
5b418df73d88413b6ca9da00,"{""type"": ""MultiPoint"", ""coordinates"": [[172.950170428493, -43.7746822948104]]}",Akaroa,Hammond Point,1370
5b418df63d88413b6ca9d95e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.59988205723297, -43.5249036466373]]}",Fendalton,Christchurch Boys' High School,1143
5b418df63d88413b6ca9d965,"{""type"": ""MultiPoint"", ""coordinates"": [[172.641698002425, -43.5802892620722]]}",Cashmere,Longhurst Walkway,1152
5b418df63d88413b6ca9d976,"{""type"": ""MultiPoint"", ""coordinates"": [[172.686500324683, -43.4757224036062]]}",Burwood,Putake Reserve,1187
5b418df63d88413b6ca9d97e,"{""type"": ""MultiPoint"", ""coordinates"": [[172.670662314246, -43.4907889812947]]}",Westhaven,Birkdale Reserve,1195
5b418df63d88413b6ca9d984,"{""type"": ""MultiPoint"", ""coordinates"": [[172.480472042321, -43.5311092756451]]}",Templeton,Ruapuna Park,1203
5b418df63d88413b6ca9d988,"{""type"": ""MultiPoint"", ""coordinates"": [[172.60723247697, -43.4923503654234]]}",Papanui,Papanui High School,1208
5b418df63d88413b6ca9d989,"{""type"": ""MultiPoint"", ""coordinates"": [[172.687273780809, -43.512206708907094]]}",Wainoni,Emlyn Playground,121
5b418df63d88413b6ca9d991,"{""type"": ""MultiPoint"", ""coordinates"": [[172.717634668307, -43.4908815048407]]}",North New Brighton,Endeavour Playground,122
5b418df63d88413b6ca9d99b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.563980282472, -43.5317361086258]]}",Upper Riccarton,Holmes Park,124
5b418df63d88413b6ca9d9ac,"{""type"": ""MultiPoint"", ""coordinates"": [[172.575695129584, -43.6969434858321]]}",Ahuriri,Ahuriri,1285
5b418df63d88413b6ca9d9dd,"{""type"": ""MultiPoint"", ""coordinates"": [[173.10779573043698, -43.7071320395897]]}",Okains Bay,Ducksfoot Bay,1336
5b418df63d88413b6ca9d9ed,"{""type"": ""MultiPoint"", ""coordinates"": [[172.96161033129997, -43.8059297955128]]}",Akaroa,French Bay,1351
5b418df63d88413b6ca9d9ef,"{""type"": ""MultiPoint"", ""coordinates"": [[172.98368307659, -43.89033198605429]]}",Akaroa,Gateway Point,1353
5b418df63d88413b6ca9d9f9,"{""type"": ""MultiPoint"", ""coordinates"": [[172.992061959543, -43.7346440219494]]}",Okains Bay,Gleurachney,1362
5b418df73d88413b6ca9da0b,"{""type"": ""MultiPoint"", ""coordinates"": [[172.263045468085, -43.82735803011839]]}",,Homebrook,1381
5b418df73d88413b6ca9da0f,"{""type"": ""MultiPoint"", ""coordinates"": [[173.02486564161296, -43.8741702375081]]}",Akaroa,Island Nook,1388
5b418df73d88413b6ca9da11,"{""type"": ""MultiPoint"", ""coordinates"": [[172.81205490363, -43.64998928146199]]}",Port Levy,Kaihope,1390
5b418df63d88413b6ca9d960,"{""type"": ""MultiPoint"", ""coordinates"": [[172.613236396262, -43.54675504077469]]}",Addington,Sacred Heart School,1146
5b418df63d88413b6ca9d959,"{""type"": ""MultiPoint"", ""coordinates"": [[172.644485380126, -43.60767703875559]]}",Governors Bay,Coronation Hill Reserve,1132
5b418df63d88413b6ca9d975,"{""type"": ""MultiPoint"", ""coordinates"": [[172.62543232533397, -43.4830380894147]]}",Redwood,Providence Reserve,1183
5b418df63d88413b6ca9d979,"{""type"": ""MultiPoint"", ""coordinates"": [[172.672304282145, -43.520225102608]]}",Dallington,St Pauls Primary School,1190
5b418df63d88413b6ca9d981,"{""type"": ""MultiPoint"", ""coordinates"": [[172.564878462203, -43.49973859372779]]}",Burnside,Ashcroft Reserve,12
5b418df63d88413b6ca9d983,"{""type"": ""MultiPoint"", ""coordinates"": [[172.63615646711497, -43.5089091304776]]}",St Albans,English Park,1202
5b418df63d88413b6ca9d99f,"{""type"": ""MultiPoint"", ""coordinates"": [[172.62330060157, -43.54346671120749]]}",Addington,Addington Cemetery,1266
